year,id,undergrad_men,undergrad_women,undergrad,graduate_men,graduate_women,graduate,total_men,total_women,total,cat,school
1974,unaffliated,0,0,0,35,15,50,35,15,50,dept,dept
1974,foodres,0,0,0,18,4,22,18,4,22,physci,school_hs
1974,gradspec,0,0,0,17,11,28,17,11,28,inter,misc
1974,school_biz,0,0,0,535,125,660,535,125,660,dept,dept
1974,business,0,0,0,535,125,660,535,125,660,prof,school_biz
1974,school_es,42,14,56,112,18,130,154,32,186,dept,dept
1974,appes,6,7,13,33,2,35,39,9,48,engr,school_es
1974,geo,28,6,34,40,12,52,68,18,86,physci,school_es
1974,geophys,6,0,6,21,4,25,27,4,31,physci,school_es
1974,hydro,0,0,0,0,0,0,0,0,0,physci,school_es
1974,petrolengr,2,1,3,18,0,18,20,1,21,engr,school_es
1974,school_educ,0,0,0,238,248,486,238,248,486,dept,dept
1974,educ,0,0,0,237,248,485,237,248,485,hum,school_educ
1974,educbiz,0,0,0,1,0,1,1,0,1,hum,school_educ
1974,school_engr,560,91,651,1215,80,1295,1775,171,1946,dept,dept
1974,preengr,213,33,246,0,0,0,213,33,246,engr,school_engr
1974,aa,0,0,0,53,0,53,53,0,53,engr,school_engr
1974,appmech,0,0,0,33,3,36,33,3,36,physci,school_hs
1974,chemeng,24,3,27,36,2,38,60,5,65,engr,school_engr
1974,ce,58,9,67,178,15,193,236,24,260,engr,school_engr
1974,ee,99,8,107,485,25,510,584,33,617,engr,school_engr
1974,engr_es,0,0,0,64,6,70,64,6,70,engr,school_engr
1974,genengr,26,11,37,4,0,4,30,11,41,engr,school_engr
1974,ie,31,3,34,95,6,101,126,9,135,engr,school_engr
1974,matsci,1,0,1,57,6,63,58,6,64,engr,school_engr
1974,me,66,5,71,134,7,141,200,12,212,engr,school_engr
1974,architect,42,19,61,1,0,1,43,19,62,hum,school_hs
1974,opsres,0,0,0,75,10,85,75,10,85,math,school_engr
1974,school_hs,1837,1339,3176,920,383,1303,2757,1722,4479,dept,dept
1974,aaas,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,anthro,19,48,67,19,18,37,38,66,104,socsci,school_hs
1974,appphys,0,0,0,60,4,64,60,4,64,physci,school_hs
1974,art,29,76,105,9,8,17,38,84,122,hum,school_hs
1974,chinese,1,7,8,5,4,9,6,11,17,hum,school_hs
1974,japanese,1,4,5,2,1,3,3,5,8,hum,school_hs
1974,bio,311,153,464,38,21,59,349,174,523,physci,school_hs
1974,biophys,0,0,0,5,0,5,5,0,5,physci,school_hs
1974,chem,81,20,101,100,9,109,181,29,210,physci,school_hs
1974,classics,9,7,16,5,6,11,14,13,27,hum,school_hs
1974,comm,95,73,168,41,34,75,136,107,243,hum,school_hs
1974,complit,0,0,0,6,7,13,6,7,13,hum,school_hs
1974,cs,0,0,0,83,12,95,83,12,95,engr,school_engr
1974,drama,0,4,4,8,5,13,8,9,17,hum,school_hs
1974,eastasn,0,0,0,17,5,22,17,5,22,hum,school_hs
1974,econ,301,73,374,68,16,84,369,89,458,socsci,school_hs
1974,english,92,119,211,35,26,61,127,145,272,hum,school_hs
1974,engfrenlit,0,1,1,0,0,0,0,1,1,hum,school_hs
1974,engitalit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,enggerlit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,engspnlit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,french,5,17,22,3,12,15,8,29,37,hum,school_hs
1974,italian,0,1,1,0,0,0,0,1,1,hum,school_hs
1974,frenchitalit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,frenchenglit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,german,21,11,32,8,11,19,29,22,51,hum,school_hs
1974,history,161,93,254,31,22,53,192,115,307,hum,school_hs
1974,humbio,111,126,237,3,5,8,114,131,245,inter,school_hs
1974,humlang,2,3,5,0,0,0,2,3,5,hum,school_hs
1974,humsp,8,19,27,2,1,3,10,20,30,hum,school_hs
1974,interdept,14,11,25,2,1,3,16,12,28,inter,misc
1974,italenglit,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,latinam,1,2,3,6,6,12,7,8,15,hum,school_hs
1974,linguist,0,1,1,7,11,18,7,12,19,socsci,school_hs
1974,mcs,55,18,73,6,0,6,61,18,79,math,school_hs
1974,math,37,11,48,63,6,69,100,17,117,math,school_hs
1974,medieval,0,2,2,0,0,0,0,2,2,hum,school_hs
1974,mtl,0,0,0,9,3,12,9,3,12,hum,school_hs
1974,music,47,64,111,28,26,54,75,90,165,hum,school_hs
1974,phil,38,10,48,23,3,26,61,13,74,hum,school_hs
1974,physicalsci,1,2,3,2,1,3,3,3,6,physci,school_hs
1974,physics,60,14,74,83,7,90,143,21,164,physci,school_hs
1974,polisci,151,60,211,32,8,40,183,68,251,socsci,school_hs
1974,psych,155,227,382,43,31,74,198,258,456,socsci,school_hs
1974,religst,9,5,14,2,5,7,11,10,21,hum,school_hs
1974,rees,0,0,0,0,0,0,0,0,0,hum,school_hs
1974,slavic,4,8,12,5,7,12,9,15,24,hum,school_hs
1974,socthink,1,1,2,0,0,0,1,1,2,hum,school_hs
1974,soc,9,29,38,24,17,41,33,46,79,socsci,school_hs
1974,spanport,6,17,23,7,11,18,13,28,41,hum,school_hs
1974,stats,2,2,4,30,13,43,32,15,47,math,school_hs
1974,school_law,0,1,1,361,94,455,361,95,456,dept,dept
1974,prelaw,0,1,1,0,0,0,0,1,1,prof,school_law
1974,law,0,0,0,331,93,424,331,93,424,prof,school_law
1974,lawbiz,0,0,0,30,1,31,30,1,31,prof,school_law
1974,school_med,14,13,27,345,159,504,359,172,531,dept,dept
1974,anatomy,0,0,0,0,0,0,0,0,0,prof,school_med
1974,bioc,0,0,0,12,5,17,12,5,17,prof,school_med
1974,gene,0,0,0,4,4,8,4,4,8,prof,school_med
1974,hrp,0,0,0,5,2,7,5,2,7,prof,school_med
1974,medmicrobio,14,13,27,5,10,15,19,23,42,prof,school_med
1974,pharma,0,0,0,3,5,8,3,5,8,prof,school_med
1974,physio,0,0,0,3,0,3,3,0,3,prof,school_med
1974,med,0,0,0,284,90,374,284,90,374,prof,school_med
1974,hearspeech,0,0,0,0,5,5,0,5,5,prof,school_med
1974,nepr,0,0,0,14,10,24,14,10,24,prof,school_med
1974,phystherapy,0,0,0,15,28,43,15,28,43,prof,school_med
1973,undeclared,1575,1051,2626,0,0,0,1575,1051,2626,aggr,misc
1973,total,3940,2497,6437,3840,983,4823,7780,3480,11260,aggr,total
1973,unaffliated,0,0,0,67,34,101,67,34,101,dept,dept
1973,foodres,0,0,0,13,7,20,13,7,20,physci,school_hs
1973,gradspec,0,0,0,54,27,81,54,27,81,inter,misc
1973,school_biz,0,0,0,557,91,648,557,91,648,dept,dept
1973,business,0,0,0,557,91,648,557,91,648,prof,school_biz
1973,school_es,39,14,53,121,17,138,160,31,191,dept,dept
1973,appes,3,3,6,39,2,41,42,5,47,engr,school_es
1973,geo,29,9,38,42,11,53,71,20,91,physci,school_es
1973,geophys,4,2,6,24,4,28,28,6,34,physci,school_es
1973,hydro,0,0,0,0,0,0,0,0,0,physci,school_es
1973,petrolengr,3,0,3,16,0,16,19,0,19,engr,school_es
1973,school_educ,0,0,0,263,239,502,263,239,502,dept,dept
1973,educ,0,0,0,259,239,498,259,239,498,hum,school_educ
1973,educbiz,0,0,0,4,0,4,4,0,4,hum,school_educ
1973,school_engr,390,43,433,1153,50,1203,1543,93,1636,dept,dept
1973,preengr,163,21,184,0,0,0,163,21,184,engr,school_engr
1973,aa,0,0,0,63,1,64,63,1,64,engr,school_engr
1973,appmech,0,0,0,39,1,40,39,1,40,physci,school_hs
1973,chemeng,14,1,15,42,1,43,56,2,58,engr,school_engr
1973,ce,55,5,60,184,9,193,239,14,253,engr,school_engr
1973,ee,83,3,86,404,16,420,487,19,506,engr,school_engr
1973,engr,6,2,8,0,0,0,6,2,8,engr,school_engr
1973,engr_es,0,0,0,55,5,60,55,5,60,engr,school_engr
1973,genengr,14,3,17,4,1,5,18,4,22,engr,school_engr
1973,ie,25,4,29,103,5,108,128,9,137,engr,school_engr
1973,matsci,1,0,1,49,4,53,50,4,54,engr,school_engr
1973,me,29,4,33,118,1,119,147,5,152,engr,school_engr
1973,opsres,0,0,0,92,6,98,92,6,98,math,school_engr
1973,school_hs,1923,1362,3285,947,345,1292,2870,1707,4577,dept,dept
1973,aaas,2,0,2,0,0,0,2,0,2,hum,school_hs
1973,anthro,20,51,71,18,18,36,38,69,107,socsci,school_hs
1973,appphys,0,0,0,63,2,65,63,2,65,physci,school_hs
1973,architect,32,6,38,0,0,0,32,6,38,hum,school_hs
1973,art,25,82,107,12,8,20,37,90,127,hum,school_hs
1973,chinese,1,11,12,7,3,10,8,14,22,hum,school_hs
1973,japanese,3,1,4,2,1,3,5,2,7,hum,school_hs
1973,bio,292,140,432,33,12,45,325,152,477,physci,school_hs
1973,biophys,0,0,0,5,0,5,5,0,5,physci,school_hs
1973,chem,76,17,93,90,12,102,166,29,195,physci,school_hs
1973,classics,12,10,22,5,3,8,17,13,30,hum,school_hs
1973,comm,87,61,148,44,32,76,131,93,224,hum,school_hs
1973,complit,0,0,0,4,7,11,4,7,11,hum,school_hs
1973,cs,0,0,0,87,10,97,87,10,97,engr,school_engr
1973,drama,8,9,17,14,8,22,22,17,39,hum,school_hs
1973,eastasn,0,0,0,12,8,20,12,8,20,hum,school_hs
1973,econ,249,59,308,70,9,79,319,68,387,socsci,school_hs
1973,english,94,124,218,34,36,70,128,160,288,hum,school_hs
1973,frenchital,0,0,0,0,0,0,0,0,0,hum,school_hs
1973,french,3,15,18,4,16,20,7,31,38,hum,school_hs
1973,italian,0,0,0,0,0,0,0,0,0,hum,school_hs
1973,german,17,12,29,9,12,21,26,24,50,hum,school_hs
1973,history,180,97,277,42,19,61,222,116,338,hum,school_hs
1973,humbio,162,158,320,2,0,2,164,158,322,inter,school_hs
1973,humlang,0,0,0,0,0,0,0,0,0,hum,school_hs
1973,humsp,15,26,41,2,2,4,17,28,45,hum,school_hs
1973,interdept,14,12,26,0,0,0,14,12,26,inter,misc
1973,latinam,1,0,1,7,4,11,8,4,12,hum,school_hs
1973,linguist,0,0,0,5,6,11,5,6,11,socsci,school_hs
1973,mcs,40,13,53,1,0,1,41,13,54,math,school_hs
1973,math,65,16,81,67,4,71,132,20,152,math,school_hs
1973,mtl,0,0,0,5,4,9,5,4,9,hum,school_hs
1973,music,56,57,113,37,28,65,93,85,178,hum,school_hs
1973,phil,31,5,36,23,4,27,54,9,63,hum,school_hs
1973,physicalsci,2,0,2,2,0,2,4,0,4,physci,school_hs
1973,physics,52,4,56,98,7,105,150,11,161,physci,school_hs
1973,polisci,177,52,229,25,7,32,202,59,261,socsci,school_hs
1973,psych,177,257,434,46,23,69,223,280,503,socsci,school_hs
1973,religst,6,5,11,3,2,5,9,7,16,hum,school_hs
1973,rees,0,0,0,0,0,0,0,0,0,hum,school_hs
1973,slavic,4,12,16,5,4,9,9,16,25,hum,school_hs
1973,socthink,2,1,3,0,0,0,2,1,3,hum,school_hs
1973,soc,11,26,37,24,13,37,35,39,74,socsci,school_hs
1973,spanport,5,22,27,7,8,15,12,30,42,hum,school_hs
1973,stats,2,1,3,33,13,46,35,14,49,math,school_hs
1973,school_law,1,1,2,404,82,486,405,83,488,dept,dept
1973,prelaw,1,1,2,0,0,0,1,1,2,prof,school_law
1973,law,0,0,0,373,82,455,373,82,455,prof,school_law
1973,lawbiz,0,0,0,31,0,31,31,0,31,prof,school_law
1973,school_med,12,26,38,328,125,453,340,151,491,dept,dept
1973,anatomy,0,0,0,0,0,0,0,0,0,prof,school_med
1973,bioc,0,0,0,8,4,12,8,4,12,prof,school_med
1973,gene,0,0,0,4,3,7,4,3,7,prof,school_med
1973,medmicrobio,10,9,19,6,6,12,16,15,31,prof,school_med
1973,pharma,0,0,0,4,5,9,4,5,9,prof,school_med
1973,physio,0,0,0,3,1,4,3,1,4,prof,school_med
1973,med,2,1,3,282,65,347,284,66,350,prof,school_med
1973,hearspeech,0,0,0,1,4,5,1,4,5,prof,school_med
1973,nepr,0,0,0,9,8,17,9,8,17,prof,school_med
1973,nurse,0,16,16,0,0,0,0,16,16,prof,school_med
1973,phystherapy,0,0,0,11,29,40,11,29,40,prof,school_med
1972,undeclared,1421,1057,2478,0,0,0,1421,1057,2478,aggr,misc
1972,total,3987,2425,6412,4070,892,4962,8057,3317,11374,aggr,total
1972,unaffliated,0,0,0,49,34,83,49,34,83,dept,dept
1972,foodres,0,0,0,14,5,19,14,5,19,physci,school_hs
1972,gradspec,0,0,0,35,29,64,35,29,64,inter,misc
1972,school_biz,0,0,0,596,56,652,596,56,652,dept,dept
1972,business,0,0,0,596,56,652,596,56,652,prof,school_biz
1972,school_es,33,10,43,123,15,138,156,25,181,dept,dept
1972,appes,2,0,2,30,2,32,32,2,34,engr,school_es
1972,geo,26,9,35,50,8,58,76,17,93,physci,school_es
1972,geophys,3,1,4,22,3,25,25,4,29,physci,school_es
1972,hydro,0,0,0,1,1,2,1,1,2,physci,school_es
1972,petrolengr,2,0,2,20,1,21,22,1,23,engr,school_es
1972,school_educ,0,0,0,276,238,514,276,238,514,dept,dept
1972,educ,0,0,0,269,238,507,269,238,507,hum,school_educ
1972,educbiz,0,0,0,7,0,7,7,0,7,hum,school_educ
1972,school_engr,589,46,635,1277,40,1317,1866,86,1952,dept,dept
1972,preengr,362,35,397,0,0,0,362,35,397,engr,school_engr
1972,aa,0,0,0,96,3,99,96,3,99,engr,school_engr
1972,appmech,0,0,0,36,1,37,36,1,37,physci,school_hs
1972,chemeng,18,0,18,44,1,45,62,1,63,engr,school_engr
1972,ce,57,5,62,191,10,201,248,15,263,engr,school_engr
1972,ee,74,1,75,470,8,478,544,9,553,engr,school_engr
1972,engr,1,1,2,1,0,1,2,1,3,engr,school_engr
1972,engr_es,0,0,0,41,0,41,41,0,41,engr,school_engr
1972,engrsci,2,0,2,0,0,0,2,0,2,engr,school_engr
1972,genengr,18,2,20,8,1,9,26,3,29,engr,school_engr
1972,ie,20,2,22,113,2,115,133,4,137,engr,school_engr
1972,matsci,0,0,0,45,5,50,45,5,50,engr,school_engr
1972,me,37,0,37,145,1,146,182,1,183,engr,school_engr
1972,opsres,0,0,0,87,8,95,87,8,95,math,school_engr
1972,school_hs,1938,1266,3204,1017,325,1342,2955,1591,4546,dept,dept
1972,aaas,2,1,3,0,0,0,2,1,3,hum,school_hs
1972,anthro,40,66,106,15,12,27,55,78,133,socsci,school_hs
1972,appphys,0,0,0,60,0,60,60,0,60,physci,school_hs
1972,architect,22,6,28,3,0,3,25,6,31,hum,school_hs
1972,art,39,97,136,12,10,22,51,107,158,hum,school_hs
1972,chinese,5,6,11,8,3,11,13,9,22,hum,school_hs
1972,japanese,3,6,9,3,1,4,6,7,13,hum,school_hs
1972,bio,273,132,405,27,16,43,300,148,448,physci,school_hs
1972,biophys,0,0,0,5,0,5,5,0,5,physci,school_hs
1972,chem,61,17,78,94,12,106,155,29,184,physci,school_hs
1972,classics,4,7,11,10,3,13,14,10,24,hum,school_hs
1972,comm,75,45,120,49,20,69,124,65,189,hum,school_hs
1972,complit,0,0,0,3,8,11,3,8,11,hum,school_hs
1972,cs,0,0,0,88,13,101,88,13,101,engr,school_engr
1972,drama,7,11,18,24,15,39,31,26,57,hum,school_hs
1972,eastasn,0,1,1,12,7,19,12,8,20,hum,school_hs
1972,econ,167,31,198,71,9,80,238,40,278,socsci,school_hs
1972,english,136,136,272,47,33,80,183,169,352,hum,school_hs
1972,french,6,18,24,6,15,21,12,33,45,hum,school_hs
1972,german,12,15,27,5,9,14,17,24,41,hum,school_hs
1972,history,192,93,285,53,19,72,245,112,357,hum,school_hs
1972,humbio,185,139,324,1,1,2,186,140,326,inter,school_hs
1972,humsp,15,24,39,4,3,7,19,27,46,hum,school_hs
1972,interdept,17,6,23,0,0,0,17,6,23,inter,misc
1972,latinam,4,2,6,7,5,12,11,7,18,hum,school_hs
1972,linguist,0,0,0,4,7,11,4,7,11,socsci,school_hs
1972,mcs,30,11,41,0,0,0,30,11,41,math,school_hs
1972,math,71,22,93,65,7,72,136,29,165,math,school_hs
1972,mtl,0,0,0,6,3,9,6,3,9,hum,school_hs
1972,music,56,73,129,39,26,65,95,99,194,hum,school_hs
1972,phil,35,11,46,29,5,34,64,16,80,hum,school_hs
1972,physicalsci,4,1,5,3,0,3,7,1,8,physci,school_hs
1972,physics,39,5,44,93,5,98,132,10,142,physci,school_hs
1972,polisci,218,40,258,42,7,49,260,47,307,socsci,school_hs
1972,psych,188,196,384,59,17,76,247,213,460,socsci,school_hs
1972,slavic,4,8,12,4,6,10,8,14,22,hum,school_hs
1972,socthink,3,0,3,1,0,1,4,0,4,hum,school_hs
1972,soc,23,22,45,20,10,30,43,32,75,socsci,school_hs
1972,spanport,2,18,20,11,7,18,13,25,38,hum,school_hs
1972,stats,0,0,0,34,11,45,34,11,45,math,school_hs
1972,school_law,1,1,2,409,76,485,410,77,487,dept,dept
1972,prelaw,1,1,2,0,0,0,1,1,2,prof,school_law
1972,law,0,0,0,379,73,452,379,73,452,prof,school_law
1972,lawbiz,0,0,0,30,3,33,30,3,33,prof,school_law
1972,school_med,5,45,50,323,108,431,328,153,481,dept,dept
1972,bioc,0,0,0,11,4,15,11,4,15,prof,school_med
1972,gene,0,0,0,2,2,4,2,2,4,prof,school_med
1972,medmicrobio,2,4,6,3,10,13,5,14,19,prof,school_med
1972,pharma,0,0,0,5,5,10,5,5,10,prof,school_med
1972,physio,0,0,0,3,2,5,3,2,5,prof,school_med
1972,med,3,0,3,281,53,334,284,53,337,prof,school_med
1972,hearspeech,0,0,0,1,3,4,1,3,4,prof,school_med
1972,nepr,0,0,0,9,6,15,9,6,15,prof,school_med
1972,nurse,0,41,41,0,0,0,0,41,41,prof,school_med
1972,phystherapy,0,0,0,8,23,31,8,23,31,prof,school_med
1971,undeclared,1599,936,2535,0,0,0,1599,936,2535,aggr,misc
1971,total,4094,2337,6431,4227,845,5072,8321,3182,11503,aggr,total
1971,unaffliated,0,0,0,44,35,79,44,35,79,dept,dept
1971,foodres,0,0,0,14,5,19,14,5,19,physci,school_hs
1971,gradspec,0,0,0,30,30,60,30,30,60,inter,misc
1971,school_biz,0,0,0,610,26,636,610,26,636,dept,dept
1971,business,0,0,0,610,26,636,610,26,636,prof,school_biz
1971,school_es,37,6,43,146,10,156,183,16,199,dept,dept
1971,geo,25,5,30,54,6,60,79,11,90,physci,school_es
1971,geophys,7,0,7,32,1,33,39,1,40,physci,school_es
1971,hydro,0,0,0,3,0,3,3,0,3,physci,school_es
1971,minengr,1,0,1,32,1,33,33,1,34,engr,school_es
1971,petrolengr,4,1,5,25,2,27,29,3,32,engr,school_es
1971,school_educ,0,0,0,291,192,483,291,192,483,dept,dept
1971,educ,0,0,0,283,190,473,283,190,473,hum,school_educ
1971,educbiz,0,0,0,8,2,10,8,2,10,hum,school_educ
1971,school_engr,398,39,437,1314,49,1363,1712,88,1800,dept,dept
1971,preengr,135,22,157,0,0,0,135,22,157,engr,school_engr
1971,aa,0,0,0,121,2,123,121,2,123,engr,school_engr
1971,appmech,0,0,0,51,0,51,51,0,51,physci,school_hs
1971,chemeng,17,1,18,52,3,55,69,4,73,engr,school_engr
1971,ce,55,5,60,194,8,202,249,13,262,engr,school_engr
1971,architect,17,5,22,5,4,9,22,9,31,hum,school_hs
1971,ee,78,4,82,450,9,459,528,13,541,engr,school_engr
1971,engr_es,0,0,0,50,3,53,50,3,53,engr,school_engr
1971,engrsci,1,0,1,3,0,3,4,0,4,engr,school_engr
1971,genengr,27,1,28,8,0,8,35,1,36,engr,school_engr
1971,ie,31,0,31,117,2,119,148,2,150,engr,school_engr
1971,matsci,0,0,0,47,5,52,47,5,52,engr,school_engr
1971,me,37,1,38,132,2,134,169,3,172,engr,school_engr
1971,opsres,0,0,0,84,11,95,84,11,95,math,school_engr
1971,school_hs,2055,1279,3334,1032,385,1417,3087,1664,4751,dept,dept
1971,aaas,2,1,3,0,0,0,2,1,3,hum,school_hs
1971,anthro,46,75,121,18,14,32,64,89,153,socsci,school_hs
1971,appphys,0,0,0,53,1,54,53,1,54,physci,school_hs
1971,art,46,95,141,14,13,27,60,108,168,hum,school_hs
1971,chinese,5,1,6,10,2,12,15,3,18,hum,school_hs
1971,japanese,2,5,7,2,3,5,4,8,12,hum,school_hs
1971,bio,250,102,352,38,22,60,288,124,412,physci,school_hs
1971,biophys,0,0,0,4,0,4,4,0,4,physci,school_hs
1971,chem,57,11,68,90,10,100,147,21,168,physci,school_hs
1971,classics,6,9,15,11,6,17,17,15,32,hum,school_hs
1971,comm,57,46,103,42,22,64,99,68,167,hum,school_hs
1971,complit,0,0,0,2,5,7,2,5,7,hum,school_hs
1971,cs,0,0,0,79,11,90,79,11,90,engr,school_engr
1971,drama,21,20,41,28,13,41,49,33,82,hum,school_hs
1971,eastasn,1,0,1,16,10,26,17,10,27,hum,school_hs
1971,econ,188,37,225,66,8,74,254,45,299,socsci,school_hs
1971,english,192,167,359,62,39,101,254,206,460,hum,school_hs
1971,french,8,23,31,4,16,20,12,39,51,hum,school_hs
1971,italian,0,1,1,0,0,0,0,1,1,hum,school_hs
1971,german,12,20,32,6,16,22,18,36,54,hum,school_hs
1971,history,255,106,361,62,27,89,317,133,450,hum,school_hs
1971,humbio,164,128,292,0,0,0,164,128,292,inter,school_hs
1971,humsp,17,13,30,5,3,8,22,16,38,hum,school_hs
1971,interdept,12,14,26,1,0,1,13,14,27,inter,misc
1971,latinam,0,4,4,7,6,13,7,10,17,hum,school_hs
1971,linguist,0,0,0,5,12,17,5,12,17,socsci,school_hs
1971,mcs,11,6,17,0,0,0,11,6,17,math,school_hs
1971,math,65,21,86,60,8,68,125,29,154,math,school_hs
1971,mtl,0,0,0,3,0,3,3,0,3,hum,school_hs
1971,music,55,80,135,27,29,56,82,109,191,hum,school_hs
1971,phil,38,5,43,20,5,25,58,10,68,hum,school_hs
1971,physicalsci,5,3,8,4,0,4,9,3,12,physci,school_hs
1971,physics,42,7,49,110,5,115,152,12,164,physci,school_hs
1971,polisci,237,49,286,49,11,60,286,60,346,socsci,school_hs
1971,psych,206,184,390,62,24,86,268,208,476,socsci,school_hs
1971,slavic,3,3,6,5,8,13,8,11,19,hum,school_hs
1971,socthink,2,0,2,0,0,0,2,0,2,hum,school_hs
1971,soc,41,27,68,23,8,31,64,35,99,socsci,school_hs
1971,spanport,5,15,20,9,13,22,14,28,42,hum,school_hs
1971,stats,4,1,5,35,15,50,39,16,55,math,school_hs
1971,school_law,0,0,0,447,70,517,447,70,517,dept,dept
1971,law,0,0,0,413,68,481,413,68,481,prof,school_law
1971,lawbiz,0,0,0,34,2,36,34,2,36,prof,school_law
1971,school_med,5,77,82,343,78,421,348,155,503,dept,dept
1971,anatomy,0,0,0,1,1,2,1,1,2,prof,school_med
1971,bioc,0,0,0,10,1,11,10,1,11,prof,school_med
1971,gene,0,0,0,4,2,6,4,2,6,prof,school_med
1971,medmicrobio,1,1,2,8,6,14,9,7,16,prof,school_med
1971,pharma,0,0,0,7,3,10,7,3,10,prof,school_med
1971,physio,0,0,0,3,2,5,3,2,5,prof,school_med
1971,med,4,0,4,293,38,331,297,38,335,prof,school_med
1971,hearspeech,0,0,0,3,2,5,3,2,5,prof,school_med
1971,nepr,0,0,0,5,2,7,5,2,7,prof,school_med
1971,nurse,0,76,76,0,0,0,0,76,76,prof,school_med
1971,phystherapy,0,0,0,9,21,30,9,21,30,prof,school_med
1970,undeclared,1739,970,2709,0,0,0,1739,970,2709,aggr,misc
1970,total,4118,2185,6303,4365,794,5159,8483,2979,11462,aggr,total
1970,unaffliated,0,0,0,75,19,94,75,19,94,dept,dept
1970,foodres,0,0,0,24,2,26,24,2,26,physci,school_hs
1970,gradspec,0,0,0,51,17,68,51,17,68,inter,misc
1970,school_biz,0,0,0,631,12,643,631,12,643,dept,dept
1970,business,0,0,0,631,12,643,631,12,643,prof,school_biz
1970,school_es,29,2,31,106,12,118,135,14,149,dept,dept
1970,geo,21,1,22,43,8,51,64,9,73,physci,school_es
1970,geophys,4,0,4,28,1,29,32,1,33,physci,school_es
1970,hydro,0,0,0,0,0,0,0,0,0,physci,school_es
1970,minengr,0,0,0,20,2,22,20,2,22,engr,school_es
1970,petrolengr,4,1,5,15,1,16,19,2,21,engr,school_es
1970,school_educ,0,0,0,247,187,434,247,187,434,dept,dept
1970,educ,0,0,0,241,186,427,241,186,427,hum,school_educ
1970,educbiz,0,0,0,6,1,7,6,1,7,hum,school_educ
1970,school_engr,404,12,416,1393,33,1426,1797,45,1842,dept,dept
1970,preengr,123,4,127,0,0,0,123,4,127,engr,school_engr
1970,aa,1,0,1,167,2,169,168,2,170,engr,school_engr
1970,appmech,0,0,0,45,0,45,45,0,45,physci,school_hs
1970,chemeng,15,1,16,65,4,69,80,5,85,engr,school_engr
1970,ce,48,2,50,170,4,174,218,6,224,engr,school_engr
1970,ee,96,3,99,476,9,485,572,12,584,engr,school_engr
1970,engr,0,1,1,0,0,0,0,1,1,engr,school_engr
1970,engr_es,0,0,0,53,3,56,53,3,56,engr,school_engr
1970,engrsci,2,0,2,7,0,7,9,0,9,engr,school_engr
1970,genengr,43,1,44,3,0,3,46,1,47,engr,school_engr
1970,ie,27,0,27,102,1,103,129,1,130,engr,school_engr
1970,matsci,2,0,2,49,5,54,51,5,56,engr,school_engr
1970,me,47,0,47,149,0,149,196,0,196,engr,school_engr
1970,opsres,0,0,0,107,5,112,107,5,112,math,school_engr
1970,school_hs,1938,1138,3076,1098,387,1485,3036,1525,4561,dept,dept
1970,aaas,2,0,2,0,0,0,2,0,2,hum,school_hs
1970,anthro,46,69,115,21,12,33,67,81,148,socsci,school_hs
1970,appphys,0,0,0,37,1,38,37,1,38,physci,school_hs
1970,architect,13,5,18,16,6,22,29,11,40,hum,school_hs
1970,art,39,85,124,15,6,21,54,91,145,hum,school_hs
1970,chinese,2,1,3,9,3,12,11,4,15,hum,school_hs
1970,japanese,4,1,5,2,2,4,6,3,9,hum,school_hs
1970,bio,211,71,282,45,20,65,256,91,347,physci,school_hs
1970,biophys,0,0,0,2,0,2,2,0,2,physci,school_hs
1970,chem,51,7,58,85,11,96,136,18,154,physci,school_hs
1970,classics,4,7,11,13,8,21,17,15,32,hum,school_hs
1970,comm,57,42,99,54,23,77,111,65,176,hum,school_hs
1970,complit,0,0,0,1,3,4,1,3,4,hum,school_hs
1970,cs,0,0,0,84,9,93,84,9,93,engr,school_engr
1970,eastasn,0,0,0,15,7,22,15,7,22,hum,school_hs
1970,econ,220,30,250,53,9,62,273,39,312,socsci,school_hs
1970,english,206,191,397,62,41,103,268,232,500,hum,school_hs
1970,french,4,17,21,11,15,26,15,32,47,hum,school_hs
1970,italian,0,1,1,0,0,0,0,1,1,hum,school_hs
1970,german,11,17,28,13,20,33,24,37,61,hum,school_hs
1970,history,242,112,354,67,21,88,309,133,442,hum,school_hs
1970,humbio,63,50,113,0,0,0,63,50,113,inter,school_hs
1970,humsp,22,10,32,6,2,8,28,12,40,hum,school_hs
1970,interdept,15,8,23,0,0,0,15,8,23,inter,misc
1970,latinam,2,2,4,6,5,11,8,7,15,hum,school_hs
1970,linguist,0,1,1,10,20,30,10,21,31,socsci,school_hs
1970,math,74,25,99,81,9,90,155,34,189,math,school_hs
1970,mtl,0,0,0,0,0,0,0,0,0,hum,school_hs
1970,music,40,57,97,31,26,57,71,83,154,hum,school_hs
1970,phil,33,10,43,28,6,34,61,16,77,hum,school_hs
1970,physicalsci,2,2,4,6,0,6,8,2,10,physci,school_hs
1970,physics,54,9,63,126,5,131,180,14,194,physci,school_hs
1970,polisci,236,59,295,40,9,49,276,68,344,socsci,school_hs
